,SITE,SOIL,TIME,HOST,TISSUE,TEMP,MEDIA,season,IR,richness.art1Arid
MSHM5260,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,23,PDA,Summer,2,1
MSHM5261,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,23,PDA,Summer,1,1
MSHM5262,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,23,PDA,Summer,1,1
MSHM5263,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA,Summer,3,2
MSHM5264,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA,Summer,5,1
MSHM5265,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA,Summer,4,2
MSHM5266,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA,Summer,3,1
MSHM5267,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA,Summer,5,1
MSHM5268,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA,Summer,2,1
MSHM5270,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,23,PDA+Plant extract,Summer,1,1
MSHM5271,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,23,PDA+Plant extract,Summer,2,1
MSHM5273,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,23,PDA+Plant extract,Summer,2,1
MSHM5275,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA+Plant extract,Summer,3,2
MSHM5276,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA+Plant extract,Summer,2,1
MSHM5277,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA+Plant extract,Summer,6,2
MSHM5278,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA+Plant extract,Summer,3,2
MSHM5279,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA+Plant extract,Summer,5,1
MSHM5280,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA+Plant extract,Summer,5,2
MSHM5281,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,23,PDA,Summer,2,1
MSHM5282,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,23,PDA,Summer,1,1
MSHM5283,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,23,PDA,Summer,1,1
MSHM5284,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,30,PDA,Summer,1,1
MSHM5287,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,23,PDA+Plant extract,Summer,4,2
MSHM5288,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,23,PDA+Plant extract,Summer,4,2
MSHM5289,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,23,PDA+Plant extract,Summer,4,2
MSHM5290,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,30,PDA+Plant extract,Summer,10,2
MSHM5291,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,30,PDA+Plant extract,Summer,7,2
MSHM5292,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,30,PDA+Plant extract,Summer,7,2
MSHM5305,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,23,PDA,Summer,1,1
MSHM5307,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,23,PDA,Summer,2,1
MSHM5310,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,23,PDA,Summer,1,1
MSHM5311,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA,Summer,2,1
MSHM5312,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA,Summer,5,2
MSHM5313,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA,Summer,2,1
MSHM5314,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA,Summer,2,1
MSHM5315,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA,Summer,3,1
MSHM5316,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA,Summer,7,2
MSHM5317,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,23,PDA+Plant extract,Summer,1,1
MSHM5319,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,23,PDA+Plant extract,Summer,2,1
MSHM5320,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,23,PDA+Plant extract,Summer,1,1
MSHM5322,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,23,PDA+Plant extract,Summer,1,1
MSHM5323,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA+Plant extract,Summer,4,2
MSHM5324,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA+Plant extract,Summer,5,2
MSHM5325,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA+Plant extract,Summer,4,1
MSHM5326,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA+Plant extract,Summer,5,2
MSHM5327,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA+Plant extract,Summer,3,2
MSHM5328,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA+Plant extract,Summer,5,1
MSHM5329,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,23,PDA,Summer,1,1
MSHM5330,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,23,PDA,Summer,3,1
MSHM5331,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,23,PDA,Summer,2,1
MSHM5332,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,30,PDA,Summer,2,1
MSHM5333,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,30,PDA,Summer,2,1
MSHM5335,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,23,PDA+Plant extract,Summer,3,2
MSHM5336,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,23,PDA+Plant extract,Summer,5,2
MSHM5337,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,23,PDA+Plant extract,Summer,7,2
MSHM5338,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,30,PDA+Plant extract,Summer,7,2
MSHM5339,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,30,PDA+Plant extract,Summer,6,2
MSHM5340,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,30,PDA+Plant extract,Summer,6,2
MSHM5353,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,23,PDA,Summer,1,1
MSHM5354,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,23,PDA,Summer,1,1
MSHM5355,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,23,PDA,Summer,1,1
MSHM5356,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,23,PDA,Summer,1,1
MSHM5357,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,23,PDA,Summer,1,1
MSHM5358,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,23,PDA,Summer,1,1
MSHM5359,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA,Summer,2,1
MSHM5360,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA,Summer,2,1
MSHM5361,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA,Summer,4,1
MSHM5362,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA,Summer,2,2
MSHM5363,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA,Summer,2,1
MSHM5364,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA,Summer,2,1
MSHM5366,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,23,PDA+Plant extract,Summer,3,1
MSHM5369,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,23,PDA+Plant extract,Summer,2,1
MSHM5370,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,23,PDA+Plant extract,Summer,2,1
MSHM5371,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA+Plant extract,Summer,2,1
MSHM5372,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA+Plant extract,Summer,5,1
MSHM5373,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA+Plant extract,Summer,2,2
MSHM5374,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA+Plant extract,Summer,2,1
MSHM5375,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA+Plant extract,Summer,2,2
MSHM5376,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA+Plant extract,Summer,7,2
MSHM5377,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,23,PDA,Summer,1,1
MSHM5378,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,23,PDA,Summer,3,1
MSHM5379,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,23,PDA,Summer,1,1
MSHM5380,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,30,PDA,Summer,1,1
MSHM5381,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,30,PDA,Summer,4,1
MSHM5382,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,30,PDA,Summer,1,1
MSHM5383,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,23,PDA+Plant extract,Summer,5,2
MSHM5384,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,23,PDA+Plant extract,Summer,5,2
MSHM5385,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,23,PDA+Plant extract,Summer,5,2
MSHM5386,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,30,PDA+Plant extract,Summer,5,2
MSHM5387,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,30,PDA+Plant extract,Summer,6,2
MSHM5388,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,30,PDA+Plant extract,Summer,7,2
MSHM5401,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,23,PDA,Summer,1,1
MSHM5402,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,23,PDA,Summer,1,1
MSHM5403,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,23,PDA,Summer,2,1
MSHM5404,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,23,PDA,Summer,1,1
MSHM5406,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,23,PDA,Summer,1,1
MSHM5407,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA,Summer,2,1
MSHM5408,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA,Summer,3,2
MSHM5409,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA,Summer,6,2
MSHM5410,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA,Summer,4,2
MSHM5411,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA,Summer,3,2
MSHM5412,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA,Summer,4,2
MSHM5414,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,23,PDA+Plant extract,Summer,2,1
MSHM5415,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,23,PDA+Plant extract,Summer,2,1
MSHM5416,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,23,PDA+Plant extract,Summer,1,1
MSHM5419,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA+Plant extract,Summer,4,2
MSHM5420,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA+Plant extract,Summer,5,2
MSHM5421,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA+Plant extract,Summer,5,2
MSHM5422,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA+Plant extract,Summer,4,1
MSHM5423,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA+Plant extract,Summer,3,2
MSHM5424,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA+Plant extract,Summer,5,2
MSHM5425,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,23,PDA,Summer,1,1
MSHM5426,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,23,PDA,Summer,2,1
MSHM5427,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,23,PDA,Summer,1,1
MSHM5428,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,30,PDA,Summer,1,1
MSHM5429,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,30,PDA,Summer,1,1
MSHM5430,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,30,PDA,Summer,1,1
MSHM5431,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,23,PDA+Plant extract,Summer,4,2
MSHM5432,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,23,PDA+Plant extract,Summer,4,2
MSHM5433,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,23,PDA+Plant extract,Summer,4,2
MSHM5434,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,30,PDA+Plant extract,Summer,5,2
MSHM5435,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,30,PDA+Plant extract,Summer,6,2
MSHM5436,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Leaf,30,PDA+Plant extract,Summer,9,2
MSHM5449,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,23,PDA,Summer,1,1
MSHM5451,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,23,PDA,Summer,1,1
MSHM5452,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,23,PDA,Summer,2,1
MSHM5453,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,23,PDA,Summer,1,1
MSHM5455,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA,Summer,2,2
MSHM5456,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA,Summer,3,2
MSHM5457,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA,Summer,2,2
MSHM5458,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA,Summer,5,2
MSHM5459,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA,Summer,2,1
MSHM5460,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA,Summer,5,1
MSHM5461,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,23,PDA+Plant extract,Summer,2,2
MSHM5462,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,23,PDA+Plant extract,Summer,2,1
MSHM5465,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,23,PDA+Plant extract,Summer,1,1
MSHM5466,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,23,PDA+Plant extract,Summer,2,1
MSHM5467,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA+Plant extract,Summer,2,1
MSHM5468,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA+Plant extract,Summer,4,2
MSHM5469,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA+Plant extract,Summer,3,2
MSHM5470,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA+Plant extract,Summer,6,2
MSHM5471,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA+Plant extract,Summer,4,2
MSHM5472,Garmsar,Arid soil,Summer,Eucalyptus camaldulensis,Root,30,PDA+Plant extract,Summer,4,2
MSHM8641,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Leaf,23,PDA,Summer,2,2
MSHM8642,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Leaf,23,PDA,Summer,6,2
MSHM8643,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Leaf,23,PDA,Summer,1,1
MSHM8644,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Leaf,30,PDA,Summer,6,3
MSHM8645,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Leaf,30,PDA,Summer,2,1
MSHM8646,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Leaf,30,PDA,Summer,2,1
MSHM8647,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Leaf,23,PDA+Plant extract,Summer,5,3
MSHM8648,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Leaf,23,PDA+Plant extract,Summer,3,1
MSHM8649,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Leaf,23,PDA+Plant extract,Summer,4,2
MSHM8650,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Leaf,30,PDA+Plant extract,Summer,5,3
MSHM8651,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Leaf,30,PDA+Plant extract,Summer,6,2
MSHM8652,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Leaf,30,PDA+Plant extract,Summer,4,2
MSHM8654,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Branch,23,PDA,Summer,2,1
MSHM8656,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Branch,30,PDA,Summer,2,1
MSHM8657,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Branch,30,PDA,Summer,2,1
MSHM8658,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Branch,30,PDA,Summer,1,1
MSHM8659,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Branch,23,PDA+Plant extract,Summer,2,1
MSHM8660,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Branch,23,PDA+Plant extract,Summer,2,1
MSHM8661,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Branch,23,PDA+Plant extract,Summer,3,1
MSHM8662,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Branch,30,PDA+Plant extract,Summer,3,1
MSHM8663,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Branch,30,PDA+Plant extract,Summer,4,1
MSHM8664,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Branch,30,PDA+Plant extract,Summer,4,1
MSHM8665,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Root,23,PDA,Summer,1,1
MSHM8666,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Root,23,PDA,Summer,2,1
MSHM8667,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Root,23,PDA,Summer,2,2
MSHM8669,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Root,23,PDA,Summer,2,1
MSHM8671,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Root,30,PDA,Summer,1,1
MSHM8672,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Root,30,PDA,Summer,1,1
MSHM8673,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Root,30,PDA,Summer,3,1
MSHM8674,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Root,30,PDA,Summer,1,1
MSHM8675,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Root,30,PDA,Summer,1,1
MSHM8676,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Root,30,PDA,Summer,5,1
MSHM8677,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Root,23,PDA+Plant extract,Summer,4,1
MSHM8679,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Root,23,PDA+Plant extract,Summer,4,1
MSHM8680,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Root,23,PDA+Plant extract,Summer,3,1
MSHM8681,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Root,23,PDA+Plant extract,Summer,3,2
MSHM8682,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Root,23,PDA+Plant extract,Summer,4,1
MSHM8684,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Root,30,PDA+Plant extract,Summer,5,1
MSHM8686,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Root,30,PDA+Plant extract,Summer,5,2
MSHM8687,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Root,30,PDA+Plant extract,Summer,4,1
MSHM8688,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Root,30,PDA+Plant extract,Summer,2,1
MSHM8689,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Leaf,23,PDA,Summer,5,3
MSHM8690,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Leaf,23,PDA,Summer,2,1
MSHM8691,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Leaf,23,PDA,Summer,3,2
MSHM8692,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Leaf,30,PDA,Summer,4,2
MSHM8693,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Leaf,30,PDA,Summer,1,1
MSHM8694,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Leaf,30,PDA,Summer,5,2
MSHM8695,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Leaf,23,PDA+Plant extract,Summer,4,2
MSHM8696,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Leaf,23,PDA+Plant extract,Summer,8,2
MSHM8697,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Leaf,23,PDA+Plant extract,Summer,6,3
MSHM8698,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Leaf,30,PDA+Plant extract,Summer,2,2
MSHM8699,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Leaf,30,PDA+Plant extract,Summer,6,2
MSHM8700,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Leaf,30,PDA+Plant extract,Summer,9,3
MSHM8701,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Branch,23,PDA,Summer,1,1
MSHM8702,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Branch,23,PDA,Summer,3,1
MSHM8703,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Branch,23,PDA,Summer,2,1
MSHM8704,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Branch,30,PDA,Summer,2,1
MSHM8706,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Branch,30,PDA,Summer,5,1
MSHM8707,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Branch,23,PDA+Plant extract,Summer,3,1
MSHM8708,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Branch,23,PDA+Plant extract,Summer,2,1
MSHM8709,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Branch,23,PDA+Plant extract,Summer,4,1
MSHM8710,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Branch,30,PDA+Plant extract,Summer,2,1
MSHM8711,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Branch,30,PDA+Plant extract,Summer,2,1
MSHM8712,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Branch,30,PDA+Plant extract,Summer,2,1
MSHM8713,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Root,23,PDA,Summer,3,2
MSHM8714,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Root,23,PDA,Summer,1,1
MSHM8715,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Root,23,PDA,Summer,1,1
MSHM8716,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Root,23,PDA,Summer,4,2
MSHM8717,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Root,23,PDA,Summer,1,1
MSHM8719,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Root,30,PDA,Summer,4,2
MSHM8721,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Root,30,PDA,Summer,2,2
MSHM8722,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Root,30,PDA,Summer,5,2
MSHM8725,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Root,23,PDA+Plant extract,Summer,1,1
MSHM8726,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Root,23,PDA+Plant extract,Summer,1,1
MSHM8727,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Root,23,PDA+Plant extract,Summer,2,2
MSHM8728,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Root,23,PDA+Plant extract,Summer,3,1
MSHM8730,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Root,23,PDA+Plant extract,Summer,2,1
MSHM8731,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Root,30,PDA+Plant extract,Summer,1,1
MSHM8732,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Root,30,PDA+Plant extract,Summer,6,2
MSHM8733,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Root,30,PDA+Plant extract,Summer,2,1
MSHM8734,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Root,30,PDA+Plant extract,Summer,2,1
MSHM8735,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Root,30,PDA+Plant extract,Summer,3,1
MSHM8736,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Root,30,PDA+Plant extract,Summer,8,2
MSHM8737,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Leaf,23,PDA,Summer,6,3
MSHM8738,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Leaf,23,PDA,Summer,7,3
MSHM8739,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Leaf,23,PDA,Summer,2,1
MSHM8740,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Leaf,30,PDA,Summer,3,2
MSHM8741,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Leaf,30,PDA,Summer,6,2
MSHM8742,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Leaf,30,PDA,Summer,2,2
MSHM8743,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Leaf,23,PDA+Plant extract,Summer,8,3
MSHM8744,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Leaf,23,PDA+Plant extract,Summer,5,3
MSHM8745,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Leaf,23,PDA+Plant extract,Summer,3,2
MSHM8746,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Leaf,30,PDA+Plant extract,Summer,5,2
MSHM8747,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Leaf,30,PDA+Plant extract,Summer,4,2
MSHM8748,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Leaf,30,PDA+Plant extract,Summer,8,2
MSHM8749,Maranjab Desert,Arid soil,Summer,Haloxylon ammodendron,Branch,23,PDA,Summer,4,1
